game,Black's method rank,Condorcet rank,Borda rank,Count of listings,QID,record ID
Full Throttle,711,53,532,2,Q847471,recs7xtyDkHtmdodL
Pro Evolution Soccer 5,712,53,535,2,Q1991104,recrRjiTe1yp8tBQd
Resistance 2,713,53,541,2,Q2080720,recnT9upHgKcypEms
Wing Commander 2: Vengeance of the Kilrathi,714,53,543,2,Q599522,reche0a9PTyRZRR7q
Mario Kart Wii,715,53,543,2,Q838707,recksW8q0vjCb9Omj
Driver,716,53,546,2,Q2293778,recC2WxELWnAqJ7EO
SSX Tricky,717,53,551,2,Q2377020,recPlRNP9gsvZ6An5
Space Quest 4,718,53,564,2,Q955755,recXHlJQ1xvgolBCs
Zork 2,719,53,572,2,Q511974,recIrwjZCFE7WWxBT
Zork 3,720,53,572,2,Q512188,rec33J8FxL136rGhg
Grandia 2,721,53,577,2,Q1457450,recvgpecxD3Psa97J
Ultimate Marvel vs. Capcom 3,722,53,591,2,Q2073725,recnMH7DECAbgPX4q
Space Channel 5,723,53,634,2,Q290136,recQccUhteePj9utY
The 7th Guest,724,54,497,2,Q628953,reco7jEOnE0zvHbyP
Life is Strange,725,54,519,2,Q18536861,recGLM1npFzGcWZAm
After Burner,726,54,521,2,Q388929,recSdORMJBRK6UTOr
RollerCoaster Tycoon 3,727,54,539,2,Q901405,recpVqhmqAwkewGfF
North & South,728,54,548,2,Q2000330,rec0TuaXQ7hXfxG4Z
Phantasy Star,729,54,549,2,Q2361509,recpzJsyGzxZDSe8w
Henry Hatsworth in the Puzzling Adventure,730,54,552,2,Q16259640,recL4459Cj5zGByxJ
Prey,731,54,555,2,Q1535818,recw01TQHPpYGuTmM
X-COM: Apocalypse,732,54,597,2,Q2529701,recAWK8gkj2xWnCTz
F-Zero,733,54,636,2,Q1198491,recMp6kzCJ7V2FIfq
Thunderhawk,734,55,499,2,Q2452600,recXmFzxFxvG3RddE
Super Tennis,735,55,533,2,Q2756952,recd3rco0ajPOpEh1
Professor Layton and the Curious Village,736,55,557,2,Q1195476,recM7iBx5Dkl9Hjx7
Alex Kidd in Miracle World,737,55,561,2,Q1354273,recjgEYzW3Lo5Sl9n
King's Quest 3: To Heir Is Human,738,55,582,2,Q1742195,recqtuy6VKbevqXtq
King's Quest 2: Romancing the Throne,739,55,593,2,Q4042211,recafg7pp3atMPezN
Ballblazer,740,55,637,2,Q205508,recOLJBdl9OtSyf5z
Jungle Strike,741,56,508,2,Q3190026,recxifRdvkWEIftYI
Fantasy World Dizzy,742,56,562,2,Q83115,receqPX7rX6tI4Aw6
Wing Commander 4: The Price of Freedom,743,56,568,2,Q1636092,rec45D41MgM1o455F
Killzone 2,744,56,569,2,Q608954,recUZldKwg5eH8pZT
FIFA Soccer 95,745,56,576,2,Q2712291,rectuc2bDDfUdpW0k
FIFA Soccer 2003,746,56,594,2,Q2080005,rec8ORPgtPAEEtc7M
Railroad Tycoon,747,56,638,3,Q5400123,recNMxKc2lhJLRZdi
Lethal Enforcers,748,57,510,2,Q2736832,recY5eUXKoWuC9fHp
Time Crisis,749,57,556,2,Q2006613,recBJRtaE68LoEepL
IL-2 Sturmovik,750,57,574,2,Q1257652,reclI4mvI6LQP6fK7
Black and White,751,57,579,2,Q880022,recqPTpSncIDmZUaN
Dragon's Lair,752,58,517,2,Q1255182,reczIAe6DX8frvMAt
Commando,753,58,558,2,Q1115150,recYONsbyOFnLZPbi
Super Contra,754,58,583,2,Q1920147,recfX03k1kKiBqYd3
Madden NFL '95,755,59,521,2,Q3275484,recAVycPG5GZpr5z3
Bomb Jack,756,59,570,2,Q738698,recVaE2o1YxwchBhq
Zaxxon,757,60,523,2,Q91247,recWUrmatE7WcWIxo
Comanche,758,60,672,1,Q9195598,recgL00XDY2OaWoWl
Alien vs. Predator,759,61,533,2,Q1207763,recrdCdJHuPLhJa04
Advanced Dungeons and Dragons,760,61,681,1,Q2825363,recOINtIHPy3g57zw
Track & Field,761,62,539,2,Q1630875,recjrJG4MYZ5YhpXC
Major League Baseball,762,62,687,1,Q6738119,recLOOiCdXPlfB99k
Mr. Do!,763,63,541,2,Q1557589,recE7irfIy8beCOze
Duke Nukem,764,63,691,1,Q1264433,recasWKdklcVTSq2n
Phoenix,765,64,542,2,Q517640,reclmW41BkB0sbqC8
Suzuka 8 Hours,766,64,712,1,Q7651153,recRTK8rNygcESA1D
720°,767,65,552,2,Q88240,reckS4E0Y0QWoZ4Cf
Berzerk,768,65,713,1,Q829331,rec9i28G8O0bhutTD
Xevious,769,66,562,2,Q1327963,recW2gn5PYAozL8xa
Indy 500,770,66,718,1,Q5955426,recvuIA8lW7hcRe5i
Karate Champ,771,67,567,2,Q1439988,recKQ2LpyW35EiCqn
Night Driver,772,67,719,1,Q474102,recL0xIRhVCO2sVUv
Crystal Castles,773,68,568,2,Q1142341,recevxjyBOmMRnWrE
Cruis'n USA,774,68,724,1,Q3005563,recSFwBoZbsROAGK6
Quest for Glory: So You Want to Be a Hero,775,69,642,1,Q2268809,recAcbyQmqrfZFFUC
Battlefield: Bad Company 2,776,69,655,1,Q676563,rec81rWk1BxhY2rmq
Madden NFL 2003,777,69,658,1,Q3275502,recPn1wpeDa0k6KdT
Final Fantasy 11,778,69,660,1,Q678394,recuXypqOMJkfWnfm
Final Fantasy 13,779,69,660,1,Q390595,recapzYXQHiKu8z8C
Final Fantasy 15: A Realm Reborn,780,69,660,1,Q1779100,recDkCC65Ut8BbTIn
NieR: Automata,781,69,663,1,Q21078985,recH2JZhdStnluXdi
Super Mario All-Stars,782,69,665,1,Q1058903,recEBkiNJYD9zT8wZ
Rez Infinite,783,69,670,1,Q104153637,recuQaPg8cCYZ1zG6
L.A. Noire,784,69,672,1,Q1129094,recvXlxwWFwpD4ce0
Mario Kart 7,785,69,672,1,Q1117024,reclkCq12yWIyR4cP
Commandos: Behind Enemy Lines,786,69,672,1,Q2278202,recUHXzo1nLNgwmd0
Virtua Fighter 3: Team Battle,787,69,672,1,Q770585,recBgl9yvVjDLuEdZ
Mega Man 8,788,69,675,1,Q2302721,recti1CXbAd4QK1V0
Mega Man 9,789,69,675,1,Q1925357,rec3sIPk6f4VI0JMJ
Grid,790,69,675,1,Q64149229,recFF4x3lL908yYsO
Mega Man & Bass,791,69,675,1,Q3051587,recYXTpDOSxmsLsdp
Popeye,792,69,679,1,Q2303119,reci1CXo2G9CgkuPo
Gods Will Be Watching,793,69,686,1,Q19866704,recFuldxcKOmGrAmf
Pokémon FireRed and LeafGreen,794,69,693,1,Q609063,recpJQg0sAPIBhhEW
Resident Evil (2002),795,69,696,1,Q622336,rechcna9rN6ZP8zT2
L'Entraineur 3,796,69,698,1,Q3203161,recOxproLO1F1iHXJ
Championship Manager 2007,797,69,698,1,Q5070130,recrdWZltYLX7Uky1
Championship Manager Quiz,798,69,698,1,Q5070135,recsTs85faZ823hyW
Championship Manager 2010,799,69,698,1,Q2664926,recvPvkD495omX1YI
Championship Manager 4,800,69,698,1,Q5070137,recynrfaWXcfjZWK3
Championship Manager: Season 00/01,801,69,698,1,Q5070120,reczl49cF5Mu3iZ5Y
Championship Manager 3,802,69,698,1,Q5070132,reczxs2tKfYNxOkJp
Championship Manager: Season 02/03,803,69,698,1,Q5070124,recgh0q6fmXp65y2o
Championship Manager 2006,804,69,698,1,Q5070125,recpALcWX2ljBWkSO
Championship Manager 96/97,805,69,698,1,Q683953,recCmbs6194AnJb38
Championship Manager: Season 01/02,806,69,698,1,Q1037535,recCbY92ljS9eGykK
Championship Manager 5,807,69,698,1,Q5070134,recLpymlImnjaGK8z
Championship Manager 2008,808,69,698,1,Q3666088,recMQ18dpU601wNgc
Championship Manager 93/94,809,69,698,1,Q3666089,recYIEPGKV8jpi9HZ
Championship Manager: Season 99/00,810,69,698,1,Q96374740,recZmSi664HH80laj
Football Manager 2009,811,69,698,1,Q2454626,recreZxrqEHaLn8Zr
Football Manager 2007,812,69,698,1,Q2539898,recydeXbC1e7kK79E
Football Manager Live,813,69,698,1,Q1794108,rec7g3FXhfeDSDHXU
Football Manager 2006,814,69,698,1,Q2726918,rec8ptmS2vEIycthu
Football Manager 2008,815,69,698,1,Q2133728,recdaBKHGQi1DxT0d
Driver: San Francisco,816,69,703,1,Q1988780,reck5ShmQHUa0mhvp
Thrust,817,69,705,1,Q771794,recrkCoNljwkuuy0n
Rebelstar: Tactical Command,818,69,705,1,Q3285493,recrDfVTmR4O1a84H
World Games,819,69,705,1,Q928439,recsJlbF5whCQvs2B
Battle Garegga,820,69,705,1,Q2891800,recshwJMUfweFlT7T
The Beatles: Rock Band,821,69,705,1,Q2036806,recspduM2VELxTPFb
Pinball Dreams,822,69,705,1,Q683630,recsqTfXOuKOE9rfc
Gabriel Knight: Sins of the Fathers,823,69,705,1,Q644433,recsuvV0U497YR3f8
Luigi's Mansion,824,69,705,1,Q984029,recs2xehTLOYlgsu9
Steins;Gate,825,69,705,1,Q482494,recs6SgCCEIHF56EF
Mr. Driller,826,69,705,1,Q3276305,recs7SZXFm9M2fJgC
Midtown Madness 3,827,69,705,1,Q3175831,recs8kokpeM8VzCI9
Rush'n Attack,828,69,705,1,Q1514023,rectPpPXdkwRRFyFV
X3: Reunion  Deep Silver,829,69,705,1,Q666156,rectkIuaiGZY5xlvQ
Violent Storm,830,69,705,1,Q4381670,rectq3VL6mIPz2Avj
Archer Maclean's Pool,831,69,705,1,Q2860039,rectqc0vJ5RpoWaJ1
Time Gentlemen and Please! Time Gentlemen and Please!,832,69,705,1,Q3528934,rectTAl2ZZz12S0Ul
Brain Age: Train Your Brain in Minutes a Day!,833,69,705,1,Q1773171,rectXm8AatLbRa4PC
Anno 1701: Dawn of Discovery,834,69,705,1,Q1301959,rect0PBYDuMy5dIwt
Tomb Raider: Underworld,835,69,705,1,Q915860,rect03GruCoBKQ22h
Rockstar Games presents Table Tennis,836,69,705,1,Q2337354,rect08xs8d5uFWzZ8
Banjo-Tooie,837,69,705,1,Q806598,rect8MlD2pCGGXpYj
Astro Boy: Omega Factor,838,69,705,1,Q751268,rectd8mlDFifodHdb
Blood,839,69,705,1,Q885083,recteCjOfNnBNWV0J
Ni no Kuni,840,69,705,1,Q21170302,recuNbSnujbJGXV2S
Alien Soldier,841,69,705,1,Q1134672,recuputhQvn72V3Mj
Golden Sun,842,69,705,1,Q1545555,recuBFzRAmb4uo2F9
Darwinia,843,69,705,1,Q210552,recuEnVlTOSq2qjmQ
Dead or Alive 4,844,69,705,1,Q2608796,recuXiSp55PorzgOk
Geometry Wars 3,845,69,705,1,Q16839842,recu7Fxpb8a0wGVkm
Demon's Crest,846,69,705,1,Q2628325,recufVbQJCQi0Bcxb
Super Monaco GP,847,69,705,1,Q2110427,recvkYNGWiGy4iA3k
Virtua Cop 2,848,69,705,1,Q1752079,recvn5U65iRrDIKuD
Alter Ego,849,69,705,1,Q2840342,recvrbvGosMBVGNFZ
Baldur's Gate: Dark Alliance,850,69,705,1,Q804851,recvyKWI83umUTCKm
Torus Trooper,851,69,705,1,Q3532570,recv1rvNItN6pb1PD
TimeSplitters: Future Perfect,852,69,705,1,Q2528180,recwKWSVr6A1XxH7m
Prince of Persia 2,853,69,705,1,Q906895,recwNZdKw3tJD0uQK
Silent Hunter 3,854,69,705,1,Q3483842,recwOzSrjZKNRXcm5
Audiosurf,855,69,705,1,Q758900,recwkYcXxkYknze2g
Zoo Keeper,856,69,705,1,Q3089311,recwuwp8CImniTEOp
Cyber Troopers Virtual-On Oratorio Tangram,857,69,705,1,Q16259376,recwvA95J0XdztWGk
Danganronpa 2,858,69,705,1,Q104774675,recwCNkRUNlxOwTKj
Ace Combat 6: Fires of Liberation,859,69,705,1,Q481741,recwRG8uZkTBYJFpc
God of War: Chains of Olympus,860,69,705,1,Q1341921,recwV3d84DjYuIj2m
Yoshi Touch & Go,861,69,705,1,Q2632057,recw3mOLDmhxeD3s0
Blast Corps,862,69,705,1,Q339222,recwaQ4e2rEj2M0Wa
Crimson Skies,863,69,705,1,Q518688,recwdYKFOtB4OyKDL
Fairlight,864,69,705,1,Q3661010,recxg0boVfmCVxXkk
The Movies  Activision,865,69,705,1,Q1331617,recxoeTiO95vXxM0U
Crayon Physics Deluxe,866,69,705,1,Q1139201,recx6Bls2DAhO84gx
Q*Bert,867,69,705,1,Q1565343,recx7kMC37fBuawp9
Stunt Race FX,868,69,705,1,Q284064,recxal5b6LYl4WyDs
Hunter,869,69,705,1,Q5414201,recyGHKDCxXIrT9FG
SNK vs. Capcom: Card Fighters Clash,870,69,705,1,Q3112088,recyMxtR7DBh2rien
Puyo Puyo Tsu,871,69,705,1,Q906679,recyrSOmF4ooCkX0e
Starship Patrol,872,69,705,1,Q25389393,recyDL5EnpzPRlR08
Death Tank,873,69,705,1,Q5247221,recyEHawmHRslkjsc
Uncharted 3: Drake's Deception,874,69,705,1,Q17138,recyVETAtv4eqIIrR
42 All-Time Classics,875,69,705,1,Q233753,recy1qdbBD1ZHV9gY
Yakuza 2,876,69,705,1,Q684160,recy44Jxf7elYn4SQ
The Neverhood,877,69,705,1,Q52058,recy8DNUE0dLh9Sk8
Jetpac,878,69,705,1,Q735275,recycAD1P7mS8cuVI
BioForge,879,69,705,1,Q864309,recydwkZGEyjP6rYV
Tomb Raider: Legend,880,69,705,1,Q665785,reczxxOZPCKtMVEGN
De Blob,881,69,705,1,Q287409,recz4ne97ZQCXUspx
Super Street Fighter 2 Turbo HD Remix,882,69,705,1,Q3179278,recAH4Q6YEb6WTC1N
Far Cry,883,69,705,1,Q337865,recAorZ9865yhrjL6
Disgaea 2,884,69,705,1,Q2597204,recAqCbxTQZLCTZ8W
Seiken Densetsu 3,885,69,705,1,Q2588801,recAsheJ5pfGyKm8H
Star Control 3,886,69,705,1,Q7600686,recAvEAgQESX6iutu
Ape Escape,887,69,705,1,Q960773,recAwCfdTcojpQcZz
Doom 3,888,69,705,1,Q203310,recAAwmaiv9AgKcrP
Einhänder,889,69,705,1,Q1307981,recAQQam2UVXzScuk
Micro Machines: Turbo Tournament 96,890,69,705,1,Q3312025,recAZDMzZZvsWcUFV
Monster Hunter Freedom Unite,891,69,705,1,Q378928,recAZgJaG1yXreEYC
Red Dead Revolver,892,69,705,1,Q641697,recA9ZEnbhAsTYjlz
Shatter,893,69,705,1,Q379045,recAd3qbCicgmm8nK
Interstate '76,894,69,705,1,Q1431368,rec1MxQVVoPRK0h2G
MaBoShi: The Three Shape,895,69,705,1,Q6720658,rec1PEdAymjntU2TY
Body Harvest,896,69,705,1,Q890065,rec1hOvKvASymS0wM
NBA 2K10,897,69,705,1,Q2412058,rec1iSzXC15pdugFZ
Auditorium,898,69,705,1,Q4820015,rec1maaNo7qeQ0dKz
Galactic Civilizations 2: Dread Lords,899,69,705,1,Q1837199,rec1pHaT3dU470BYx
Dead Rising,900,69,705,1,Q1145336,rec19SC4SXxPI6V09
Déjà Vu,901,69,705,1,Q1571488,rec1dYjesKqZGqCVr
Prototype,902,69,705,1,Q473852,rec2H3AJx4pJ5OzCB
Raiden,903,69,705,1,Q1290054,rec2Pp2wqeiNImadG
Darius,904,69,705,1,Q374820,rec2gK2vyvYKVc2xm
Ultimate Ghosts 'n Goblins,905,69,705,1,Q1151532,rec2iIMkRCC33tz8l
Laser Squad,906,69,705,1,Q407005,rec2p0lfJMz72rlyt
Naked War,907,69,705,1,Q29884287,rec2qYfI3RjJi76vo
Pac-Land,908,69,705,1,Q2752616,rec2unDq0jZfKA5G4
Suikoden 3,909,69,705,1,Q3503171,rec2uAkVxFhZiK4rJ
GT Legends,910,69,705,1,Q835522,rec3NtmoUTKZWiasH
Gregory Horror Show,911,69,705,1,Q3116373,rec3gCXgadnUvZcjp
Michael Jackson's Moonwalker,912,69,705,1,Q2536351,rec3sMc8OwW81h4Xj
Yakuza 4,913,69,705,1,Q2320846,rec3zuhyDYaeyOyRB
Warhawk,914,69,705,1,Q1322309,rec3ApddFYdLrnbQP
Gunpey,915,69,705,1,Q55387271,rec3E1AIlksFELgrD
Every Extend ExtraE4: Every Extend Extra Extreme,916,69,705,1,Q5417499,rec37piVTkmUIC2dm
Metal Gear Solid: Portable Ops,917,69,705,1,Q1996911,rec39qcvgE6xLlfyH
Snake Rattle 'n' Roll,918,69,705,1,Q1759528,rec39uMV4DGaLiAaL
Star Wars: Rogue Squadron,919,69,705,1,Q54297,rec4PjfdeY8sUqU0M
Final Fantasy Tactics A2: Grimoire of the Rift,920,69,705,1,Q2334671,rec4DLxHUJTyleFHC
Jagged Alliance 2,921,69,705,1,Q2996015,rec40WdTqyubV46Bu
Zak McKracken and the Alien Mindbenders,922,69,705,1,Q144559,rec42wo8USMwfDONg
G-LOC: Air Battle,923,69,705,1,Q3093019,rec47xoq8qMmkXuSn
Crash Bandicoot 2: Cortex Strikes Back,924,69,705,1,Q569822,rec49tTdNVag768Xe
Race Driver: GRID,925,69,705,1,Q978768,rec4eAYHoxitHUDKV
Grand Slam Tennis,926,69,705,1,Q3026107,rec4e8fxuEiYttVHs
Retro Game Challenge,927,69,705,1,Q940720,rec5KI1hWm9du4gWm
flOw,928,69,705,1,Q284928,rec5hFubb3iw6bmZ1
Slitherlink,929,69,705,1,Q2120242,rec5iPbbuiWlsm9da
Salamander,930,69,705,1,Q1370988,rec5i7PsZXg27d8AW
Contra 4,931,69,705,1,Q2572510,rec5kb8gFX9JWhGQM
Serious Sam,932,69,705,1,Q948180,rec5zml6bgZCj9CvG
Uno,933,69,705,1,Q7897206,rec5EADScjDDfQkVD
Galaga '88,934,69,705,1,Q1491657,rec5Z38Lf0T1CqBLE
Rocket: Robot on Wheels,935,69,705,1,Q3437940,rec5312HV4wkcNKmb
Wii Fit,936,69,705,1,Q840121,rec54VPkvMIDAJkk3
Otogi 2: Immortal Warriors,937,69,705,1,Q3029522,rec5arKPnEivKqZx7
Utopia,938,69,705,1,Q2686690,rec6gpWCMqExLRqXw
Excitebike 64,939,69,705,1,Q3046150,rec6mgzK0i63ho8jd
DoDonPachi,940,69,705,1,Q4389172,rec6pInbJU13x60YE
The House of the Dead: Overkill,941,69,705,1,Q265889,rec6Tsn4wCt2JH3dD
Pikmin,942,69,705,1,Q1198484,rec6e1GQA8fpZAWM5
Super Sprint,943,69,705,1,Q1141199,rec7G8WussPMnKOHo
The Legend of Zelda: Four Swords Adventures,944,69,705,1,Q964997,rec7k4Ouyk9wx45ev
Return to Zork,945,69,705,1,Q7317345,rec7lXTR6mZiSwBP0
Columns,946,69,705,1,Q1112940,rec7nMPRe2SFw7riH
Grand Theft Auto 4: The Lost and Damned,947,69,705,1,Q94830,rec7qo2KthSTLsGXN
PixelJunk Monsters,948,69,705,1,Q874200,rec7rPyiK0v0BMeFj
The NewZealand Story,949,69,705,1,Q2121419,rec7siQCUmgSySeaX
MotorStorm: Pacific Rift,950,69,705,1,Q766891,rec7tsKFhGEcUJ1Q3
Nintendogs,951,69,705,1,Q864389,rec7zi123naTmRrSK
Sly Cooper and the Thievius Raccoonus,952,69,705,1,Q40627,rec7ARPTyjJEzWlBi
Age of Empires: Mythologies,953,69,705,1,Q2659433,rec7F6im8Y6GB37T1
Midwinter Midwinter,954,69,705,1,Q1932084,rec7ZFflfFJDNtlQD
Syndicate Wars,955,69,705,1,Q1115082,rec74dYXKsxUIBe1d
Buggy Boy,956,69,705,1,Q1002503,rec751ec3yQEk2m2k
Forgotten Worlds,957,69,705,1,Q3077302,rec8q874Kug3xOPU5
Mega Man Legends,958,69,705,1,Q3179262,rec8vQL9CEgc7K5vd
Trinity,959,69,705,1,Q2453548,rec8BB4AlPVwIWZp4
Legend of Grimrock 2,960,69,705,1,Q18694019,rec8CFcGWZBNzhbvc
Transformers,961,69,705,1,Q2119848,rec8Q7W09vAwmur0i
Sub-Terrania,962,69,705,1,Q2356527,rec8VsU5RhpxDU8vl
Golden Tee Golf,963,69,705,1,Q48688410,rec8WSnz2lM2G1vHv
Dissidia Final Fantasy,964,69,705,1,Q253111,rec86p9aCKFjFcfVr
Terranigma,965,69,705,1,Q1197149,rec87ys8UWWRUu2zB
Drill Dozer,966,69,705,1,Q5307541,rec8bjuJLgmLji03b
Quest for Glory 4,967,69,705,1,Q3927708,rec9N37SKg7k3JD8a
Minesweeper,968,69,705,1,Q126194,rec9jRtQ1407X2Q5u
PlanetSide,969,69,705,1,Q1344929,rec9jU5N1srCEnrkX
Unreal Tournament 3,970,69,705,1,Q1051980,rec9lZb3BVVr0RGka
GTR 2 – FIA GT Racing,971,69,705,1,Q3093440,rec9rFcWUNUecOVmE
Sega Bass Fishing,972,69,705,1,Q2388752,rec9Fph1oGLy3DyY1
Mad Planets,973,69,705,1,Q4043571,rec9To3fqbl7eJQEH
Metroid Prime 2: Echoes,974,69,705,1,Q2089035,rec9W7Gmc7B79lb0g
Rogue Legacy,975,69,705,1,Q13752449,rec95PdMnemoe2yA4
Bit.Trip Core,976,69,705,1,Q4918668,recaJFPy7pvX6j7vk
Fuel,977,69,705,1,Q1472780,recapScednSbWAJhT
Bejeweled 2,978,69,705,1,Q5111288,recavxR9dWtcaY30K
Sly 2: Band of Thieves,979,69,705,1,Q1584849,recaAIlSdPN4E1drS
No More Heroes,980,69,705,1,Q1071092,recaSJ5tdHpC8yeRI
Mashed,981,69,705,1,Q3850787,recach4Vh2tQ4XltT
Halo 3: ODST,982,69,705,1,Q1628364,recaeIOZRxVKT9JYA
Hexic 2,983,69,705,1,Q3055379,recafLaRwv1rGHNd6
Leader Board,984,69,705,1,Q3569963,recbGvhhmxE2RBvuX
Jeanne d'Arc,985,69,705,1,Q2459400,recbMq8CMSq3UCjtn
Space Giraffe,986,69,705,1,Q3492575,recbkxIO5oluJlAYn
Oids,987,69,705,1,Q2714025,recbmE9zQbG5ocS8j
Spider: The Secret of Bryce Manor,988,69,705,1,Q7576997,recbn6cJX5Te2XAmv
The Longest Journey,989,69,705,1,Q918194,recboWCExOWOwW0aV
Daigasso! Band Brothers,990,69,705,1,Q950855,recbEIQvhEt0kIQnk
Super Stardust HD,991,69,705,1,Q3504299,recbWH7hoaHl0Wz98
Mushihimesama Futari,992,69,705,1,Q3868510,recbZoB1bxQExDEQ2
Eets,993,69,705,1,Q4037941,recb6W7gfwe4plJiK
GrimGrimoire,994,69,705,1,Q307273,recb9VSmVhOTwHS8f
Saints Row 2,995,69,705,1,Q2006628,recbbYCvsq3LtsaAq
Free Running,996,69,705,1,Q3087281,recbdpecuF3Chhcye
Double Dragon Advance,997,69,705,1,Q3714563,reccKsaghv8qGASjb
Metal Gear Solid: The Twin Snakes,998,69,705,1,Q2480047,reccoq3yz2GIv1unm
Viva Piñata,999,69,705,1,Q913218,recctvLLYsOpGvByw
Plok,1000,69,705,1,Q1807798,reccv8luAYnf594zv
Race Pro,1001,69,705,1,Q4414741,reccxe5k2jTA0qa75
Intelligent Qube,1002,69,705,1,Q1070953,reccyCf3ZFcJAHVxA
TxK,1003,69,705,1,Q16991169,reccF6GPRAFuN0eiL
Castlevania: Dawn of Sorrow,1004,69,705,1,Q2287853,reccQr96PoegNraVH
Harvest Moon: Friends of Mineral Town,1005,69,705,1,Q1313985,reccSAPnMg61Rg6h9
Resident Evil Zero,1006,69,705,1,Q1056069,recc2aeBtzVMKzTGB
Arcanum: Of Steamworks and Magick Obscura,1007,69,705,1,Q631704,recc4L1no0jY6HUvs
Age of Mythology,1008,69,705,1,Q271062,recc50TQQy1bD7DMg
Falcon 3.0,1009,69,705,1,Q34071865,recc9Iii3j86I8BLq
Metal Arms: Glitch in the System,1010,69,705,1,Q6822579,recdKCOPaIh2o9FFs
Chuckie Egg,1011,69,705,1,Q2538925,recdPCXXWFwYx1gk2
The Path,1012,69,705,1,Q286737,recdj7MqDWRcip0lm
The Legend of the Mystical Ninja,1013,69,705,1,Q4707360,recdlDT1DtajVXttq
Cruise for a Corpse,1014,69,705,1,Q970794,recdv0IvVOaH0FX0j
Klax,1015,69,705,1,Q677764,recdWygEtSZQlz6Be
Dungeon Siege,1016,69,705,1,Q866349,recd14Fb5NC6UewZ6
Demolition Derby (1984),1017,69,705,1,Q4037192,recdbFF14w1CpumZ3
Bejeweled Twist,1018,69,705,1,Q4881547,recdbZKqg70dGIgQH
Grand Theft Auto: The Ballad of Gay Tony,1019,69,705,1,Q94842,receHD5WseEUgnCrP
Might & Magic: Clash of Heroes,1020,69,705,1,Q3312841,receHTWjaEGUBJKh9
GROW,1021,69,705,1,Q25209367,receLiK9lHozgpX6o
GeoDefense Swarm,1022,69,705,1,Q5533901,recehLa8IJUvoVh4I
Madden NFL 10,1023,69,705,1,Q3842306,recejlQuUtCe02D62
Kill.switch,1024,69,705,1,Q3300702,recenHgmbuoPVZo26
Trine,1025,69,705,1,Q117859,recenf4WQ0wqoCzzj
Galcon,1026,69,705,1,Q39052717,recermBA24LowI9J2
Seaman,1027,69,705,1,Q7440692,receA2NzXYWaEACWD
Eamon,1028,69,705,1,Q2589892,receW58zYOdHTFtVF
Tiger Woods PGA Tour 10,1029,69,705,1,Q7801508,receX24jRDWIEmAaV
Carcassonne,1030,69,705,1,Q5038136,rece0eSiTez9hkR5u
Midnight Club: Los Angeles,1031,69,705,1,Q1514674,rece0viRRYkU2ZpI6
Critter Crunch,1032,69,705,1,Q5186934,receaxuXdsyxkGNub
Windjammers,1033,69,705,1,Q3569278,recebXj43H37LQ0Dc
Mario & Luigi: Partners in Time,1034,69,705,1,Q1797666,recebXl84vjqxew6j
Half-Minute Hero,1035,69,705,1,Q4040359,recfLDwoJcjffBzFU
Space Invaders Infinity Gene,1036,69,705,1,Q7572390,recfk05NgrUoyo1S5
Rebelstar,1037,69,705,1,Q2671101,recfFLmzEcQ18ToCv
Crazy Taxi 3: High Roller,1038,69,705,1,Q2431192,recf0tjegPExqmm6E
Realms of Arkania: Star Trail,1039,69,705,1,Q7301349,recf1BVS3UIj9LPy6
The Lost Vikings,1040,69,705,1,Q1052386,recf6Q77Suiisqgpp
Animal Crossing: Wild World,1041,69,705,1,Q877501,recfcwI1efHpLE8sq
Dance Dance Revolution 3rd Mix,1042,69,705,1,Q4923991,recgGkqIwdV9q1Ks1
LocoRoco 2,1043,69,705,1,Q662250,recgHLaUlp0jiO1aR
Year Walk,1044,69,705,1,Q16258874,recgIXxYepJJvD6Ub
Noby Noby Boy,1045,69,705,1,Q1638020,recgLbE4h0Cs9823E
Heavenly Sword,1046,69,705,1,Q772830,recgmNOMrT63LPgiO
Carrier Command,1047,69,705,1,Q1045068,recgoCmiGXPgJG3Hi
Logical Journey of the Zoombinis,1048,69,705,1,Q2364982,recgqJVabGIQQMw8w
Sexy Parodius,1049,69,705,1,Q964295,recgWxf66PsHwaWf6
MDK,1050,69,705,1,Q1881315,recgXNQ0eJvjoR9az
Rise of Nations,1051,69,705,1,Q454621,recg2ZPchCeL6Sbry
Advance Wars: Days of Ruin,1052,69,705,1,Q2734928,recgcLurNwI4sUiun
Mega Lo Mania,1053,69,705,1,Q939597,rechM7m6jEnT5PcgR
Neptune's Pride,1054,69,705,1,Q25388012,rechN1EEHJwoS7Gqd
Xenogears,1055,69,705,1,Q583360,rechnhXBMDcXUlPoN
Ys: The Oath in Felghana,1056,69,705,1,Q8017341,rechnnajw7gUlSmxz
Machinarium,1057,69,705,1,Q856950,rechqPg3tRMu97hYj
Freedom Force vs the 3rd Reich,1058,69,705,1,Q2440,rechziSaTaQsaHV67
Fatal Frame: Mask of the Lunar Eclipse,1059,69,705,1,Q2566745,rechzSfvpS84LLTRg
Nebulus,1060,69,705,1,Q1973612,rech5ahRFcR2D9kSc
F355 Challenge,1061,69,705,1,Q616830,rechbZT6wjSpZgafR
Spore,1062,69,705,1,Q210844,rechdHqcwcWyeAtQd
Flipnic: Ultimate Pinball,1063,69,705,1,Q29919753,reciGn1aW439vS2It
